action	reward
0	1.5752073596631015
1	0.0
2	0.0
0	1.80400593080568
0	0.4320834323714654
0	0.5080362012236993
0	0.0
0	0.41087663304602884
0	0.7799326730626841
0	0.6570798251454656
0	0.0
0	1.9332337339152303
0	0.0
0	0.020078936691635185
0	1.335632982562833
0	0.2230082374503195
0	0.10756957074907936
0	0.0
0	0.1589386196604673
0	0.0
0	0.8963954587679139
0	0.5601985185318482
0	1.209055243938891
0	0.7701052270924595
0	0.0
0	0.6671267327331588
0	0.6670453585580773
0	0.41164466428589863
0	0.6821111195324032
0	0.013347826341798319
0	0.0
0	0.33231298524887387
0	0.5967420435358319
0	2.9191483629132895
0	0.2156179557057849
0	1.2707881087452197
0	1.4444186646277355
0	0.16605827930314332
0	0.0
0	0.002702397308337545
0	0.0
0	0.0
0	0.7832902321127058
0	0.15866951513241856
0	0.3335703271968353
0	0.6764514811772835
0	2.6403228490379305
0	0.0
0	0.6950179304961165
0	0.4587883616136337
0	0.8487731900493642
0	0.38753445068199543
0	0.3448357516624748
0	0.5434324022856712
0	0.33432486355970414
0	0.0
0	1.2240710004607211
0	0.0
0	0.7665927372842084
0	0.0
0	0.3317896478989528
0	1.823318204572093
0	0.5007494009810771
0	1.4740940476424873
0	0.6306226850737036
0	1.4419198515895797
0	0.06494293487255764
0	0.8971602728342452
0	0.2666453534087633
0	0.0
0	0.31085885854886275
0	0.7960972291599575
0	1.7277682901650104
0	0.6093540628063583
0	0.44879931832785624
0	0.0
0	2.275749403085851
0	0.4956769633001161
0	0.5990212867698875
0	0.3464979407841775
0	0.6545862598964143
0	0.0
0	0.0
0	0.0
0	0.2363119222849297
0	0.030460290373694576
0	0.9788913125931915
0	0.11080611771360072
0	0.415417701911992
0	0.08594310816913353
0	0.9408064331973747
0	0.0
0	0.43882364475024893
0	0.3816938334102967
0	0.37312105576357757
0	0.0
0	0.0
0	0.9394563590722409
0	1.2641305997120986
0	1.0247315852932881
0	1.901337886398472
0	0.2914913283999162
0	0.0
0	0.0
0	0.19390408323312325
0	0.0
0	2.707421950056615
0	0.04085436788078023
0	0.4414009584181604
0	0.7129566864460937
0	1.5103416892045116
0	0.5534950929580452
0	0.05160887810599191
0	0.12451382033729019
0	0.0
0	0.3813549143487519
0	0.6192894973806192
0	0.4872053190845136
0	0.332112734880633
0	0.8519894516645671
0	1.1646226561236546
0	0.07450984820970519
0	0.51603536459098
0	0.0
0	0.0
0	0.46788419961096683
0	0.0
0	0.7835769609834354
0	0.0
0	0.0
0	0.2564892655814216
0	0.0
0	0.6488010722554153
0	1.1467774136083038
0	0.0
0	0.515845791309632
0	1.8449207892237287
0	0.5310232748611581
0	0.2362171287026199
0	0.01008259929029176
0	1.9409114617596694
0	0.0
0	1.3681028009907177
0	0.981229334810667
0	0.25867126100558413
0	0.0
0	0.0
0	0.0
0	0.8516410843541204
0	0.08078132466826471
0	0.0
0	0.2866206465651181
0	0.6084877483677624
0	0.0
0	0.8954448489565603
0	0.0
0	0.0
0	0.0
0	0.4100798831370319
0	0.6729214635425891
0	0.5938406528830684
0	0.2868817086644292
0	0.12413612845808941
0	1.1596440372051087
0	0.10881750789766398
0	1.2108307492237076
0	1.6797331372945845
0	0.44593566085515224
0	0.09592579760754105
0	0.3427275014054074
0	0.3212775000118929
0	0.08558566873666162
0	0.0
0	0.0
0	0.12930493294458267
0	0.0
0	1.4905286575135264
0	0.9149062223670332
0	0.2090601415551523
0	0.10413114966193704
0	0.3387502878756794
0	0.0
0	0.3627768561207293
0	0.17459247349342588
0	0.5679862613804658
0	0.0
0	2.169474297993702
0	1.664877683956105
0	0.0
0	0.0
0	0.0
0	0.589715919613012
0	1.4684011232184446
0	0.30605231921729303
0	0.9279035715953929
0	0.21036698070775872
0	0.0706195971381508
0	1.5175763411396639
0	0.3907912328852242
0	1.9237291996364068
0	0.0
0	1.98332311456793
0	0.607183881473502
0	0.49476143790724214
0	1.483800033749712
0	2.721972422134206
0	0.0
0	0.2543325209236562
0	0.0
0	0.39209944374735506
0	0.0
0	0.0
0	0.5322243428058487
0	0.3894945766644935
0	2.4247478966740164
0	0.0
0	1.0318036722903414
0	1.400607713699188
0	1.8873494301024119
0	0.11286766747844257
0	3.7614611916597194
0	0.6121577133531954
0	0.5564107291517884
0	0.09040690615501934
0	0.843401180976828
0	0.7191678554545751
0	0.0
0	0.5592489819631021
0	0.0
0	1.256662658642606
0	0.0
0	0.41376566251355396
0	0.4076502413590197
0	0.3138551015890928
0	0.6680851409478746
0	0.20123862357668476
0	0.3408607513955699
0	0.7128785317036854
0	0.16377083309664986
0	2.54897721205095
0	0.0
0	0.0
0	0.0
0	0.5298729718541579
0	0.0
0	0.22404280994360026
0	0.0
0	0.0
0	0.15892725100168925
0	0.9932088021306719
0	1.440716548340584
0	0.0
0	0.03355112784557557
0	0.1698873863502759
0	0.7918142937397885
0	0.998169572728765
0	0.2195140082733349
0	0.0
0	1.787617295504411
0	0.0
0	0.3213131021505897
0	0.0
0	1.2502301354426497
0	0.9798630530637219
0	0.6859029450228428
0	0.5909853836128831
0	0.651309292230114
0	1.3277161710716057
0	0.19349814768259388
0	0.0
0	0.8954129036001971
0	0.7243929710927447
0	0.8035291128491597
0	0.4308676504311365
0	0.6003992380615452
0	0.0
0	0.0
0	0.0
0	0.11531353370193287
0	1.217681331257861
0	0.0
0	0.9081417771698934
0	1.3588220650950356
0	0.19233260416965825
0	0.415405898173014
0	1.9547175513795378
0	0.4270764686912125
0	0.5652102001313796
0	0.8219509685841704
0	0.0
0	0.0
0	0.0
0	0.5014006540152876
0	0.1386578259904594
0	0.0
0	1.7990699224038322
0	0.4250142518231703
0	0.3996843195208557
0	1.0849349933463284
0	0.0
0	0.23659532340152956
0	0.5689801733501463
0	0.23055460552586504
0	0.4957184724585365
0	0.5034876224298781
0	0.7928129838522314
0	0.21677180429098564
0	0.18242232642391154
0	0.25606599138243824
0	0.1287467791942476
0	0.1565383624797161
0	0.0
0	0.0
0	0.0
0	0.6663809878757413
0	0.8223419354358594
0	0.7826100007448483
0	0.0
0	0.0
0	0.010957969010684354
0	0.38988628742068554
0	0.0
0	1.055713017135258
0	0.7497594463200503
0	0.6906390636624209
0	0.5720659496633701
0	1.8482864451726464
0	0.5788384514461687
0	0.1828588240835285
0	0.0
0	0.41392486263998396
0	1.6776970886301141
0	0.8097481382860309
0	0.9471059197405223
0	0.4580515892397802
0	0.0
0	0.0
0	1.709630899006785
0	0.5250665643076633
0	0.0
0	1.0677790605919273
0	0.7612307226928947
0	1.2312686187372415
0	1.2162202123598653
0	0.21181749904888603
0	1.0060074518381106
0	1.668451263453035
0	0.06408192402469293
0	0.27844708774830973
0	0.544083143118699
0	0.0
0	1.9812129983584479
0	0.052092495001576866
0	0.920185295032085
0	0.441920797180511
0	0.8718926230033723
0	0.0
0	0.5395427204956607
0	0.5880923101491963
0	0.0
0	0.7269800373347814
0	0.0
0	0.24436205883758166
0	0.7013871860707722
0	0.0
0	0.11712920614542743
0	0.008886666136190935
0	0.25565389145750705
0	0.0
0	0.6844669299514146
0	0.0
0	0.40898722567259316
0	0.3068671417744221
0	0.7484507649778285
0	1.4720764893910827
0	1.0046124098899607
0	0.8073328750716292
0	0.0
0	0.3445917922927584
0	1.0600356672019258
0	0.0
0	0.577847847206383
0	0.0
0	1.8160813349803564
0	1.741197983708326
0	0.0
0	0.0
0	0.0
0	0.5807959814067111
0	0.0
0	0.9679772349911469
0	0.2916300422894875
0	0.024325837650465254
0	1.8015021406167855
0	0.4617361554385857
0	2.032633167869752
0	0.0
0	0.6079170419856109
0	0.5660345547070074
0	0.6155746196254218
0	0.0
0	1.3475791626514821
0	0.03273917476554622
0	0.8151765961993532
0	0.1965858988746655
0	0.0
0	0.3934521154254218
0	1.8113614335676682
0	0.0
0	0.2358757950997269
0	1.0837058366536731
0	0.06515907819939537
0	0.0
0	0.42470005971540936
0	1.7948280330909678
0	0.2232721979572473
0	0.0021224841752903734
0	1.261881708557156
0	1.1698741554666323
0	0.7504363701042955
0	0.5299351632938989
0	0.6296585728698901
0	0.01180291373236042
0	0.003071610431678695
0	0.7909476887061665
0	0.8007689514395786
0	0.0
0	0.7609147233246927
0	0.0
0	0.8034955900650426
0	0.011900590603057704
0	0.3309379302159422
0	0.711426670431323
0	0.0
0	1.4047783279242083
0	1.376608412753735
0	0.5714052993943377
0	0.9271267100937854
0	1.8931621158832714
0	0.24531207107281583
0	0.0
0	0.9767754054708335
0	0.0
0	0.10836589630968174
0	0.6539402482766775
0	0.3762715860021547
0	0.08413802653277336
0	0.0
0	0.0
0	0.0
0	1.1923606240457312
0	0.18586985010360935
0	0.46423964682206964
0	1.031691927734657
0	1.0120971636900882
0	0.970860966035865
0	0.0
0	0.016428339263732772
0	0.8453015159237478
0	1.8409583491743884
0	0.48710023642360456
0	2.588892344326666
0	0.0
0	0.0
0	0.5905394230633314
0	0.2863127720921078
0	0.7866188118924106
0	0.3505359087830824
0	0.0
0	0.0
0	0.0
0	1.084739214642725
0	1.4693804320846073
0	0.06455657041811258
0	0.0
0	1.0247640669586338
0	0.17708150132412792
0	0.41845202747694543
0	0.0
0	1.7280901501595411
0	1.0342043167343664
0	2.5724618237283434
0	0.0
0	1.171109793610316
0	0.0
0	2.206360860281245
0	1.9984658638427881
0	0.33301671430119106
0	0.7374803616671447
0	1.826423170219638
0	1.1020082576025536
0	0.0
0	0.8985600214572917
0	0.9399978668388105
0	0.0
0	0.0
0	0.6597964483019637
0	1.2241285070501071
0	0.0
0	0.8165317353819662
0	0.49405412495433687
0	0.6004875484162294
0	0.09148107893564617
0	0.0
0	0.20619778077142226
0	0.8703027126800473
0	0.866307165931271
0	0.3024733541617508
0	0.37677165334767837
0	1.5293337670675933
0	1.509839596486031
0	0.0
0	0.0023185352832265638
0	0.0
0	0.12271739350983168
0	0.9705980969354117
0	0.5971722955968067
0	0.1021822791624194
0	0.7124283252700698
0	0.8679193301751216
0	1.0057532284159918
0	0.9763484197495516
0	0.6464949123032928
0	0.36157042687787766
0	0.0
0	0.5162534032775401
0	0.3572751402325641
0	0.08889657271094087
0	0.0
0	0.0
0	0.6899197034243248
0	0.2628891132871005
0	0.19347776050997645
0	0.2114394227092551
0	2.5895796125961743
